x	y	z	timestamp
-4.5	5.4	2.0	1688399192420
-5.3	5.3	1.7	1688399192440
-7.1	6.6	2.2	1688399192460
-7.4	5.1	1.4	1688399192480
-7.0	4.6	1.4	1688399192500
-6.9	5.9	2.2	1688399192520
-8.1	6.4	2.2	1688399192540
-6.9	4.4	1.6	1688399192560
-7.1	5.7	2.1	1688399192580
-7.1	6.6	2.2	1688399192600
-7.4	5.1	1.4	1688399192620
-7.0	4.6	1.4	1688399192640
-6.9	5.9	2.2	1688399192660
-8.1	6.4	2.2	1688399192680
-6.9	4.4	1.6	1688399192700
-7.1	5.7	2.1	1688399192720
-7.1	6.6	2.2	1688399192740
-7.4	5.1	1.4	1688399192760
-7.0	4.6	1.4	1688399192780
-6.9	5.9	2.2	1688399192800
-8.1	6.4	2.2	1688399192820
-6.9	4.4	1.6	1688399192840
-7.1	5.7	2.1	1688399192860
-7.3	6.2	2.2	1688399192880
-6.9	5.3	1.9	1688399192900
-6.5	5.6	2.0	1688399192920
-7.0	6.6	2.6	1688399192940
-6.9	5.9	2.0	1688399192960
-6.5	5.5	1.8	1688399192980
-6.6	6.2	2.0	1688399193000
-7.3	7.0	2.5	1688399193020
-6.8	5.5	1.9	1688399193040
-6.7	5.9	2.0	1688399193060
-6.7	6.1	2.3	1688399193080
-7.1	6.2	2.2	1688399193100
-6.5	5.4	2.1	1688399193120
-6.0	5.4	1.6	1688399193140
-6.7	6.8	2.3	1688399193160
-6.4	5.8	1.5	1688399193180
-6.1	5.3	1.6	1688399193200
-5.9	5.7	1.7	1688399193220
-6.0	6.8	2.0	1688399193240
-6.2	6.1	1.7	1688399193260
-5.2	5.2	1.3	1688399193280
-5.9	7.0	2.3	1688399193300
-5.7	6.3	1.2	1688399193320
-5.4	6.2	1.1	1688399193340
-5.7	7.5	1.8	1688399193360
-4.8	7.2	1.6	1688399193380
-5.1	7.2	1.4	1688399193400
-4.8	7.5	1.4	1688399193420
-4.0	6.8	1.0	1688399193440
-4.0	7.9	1.0	1688399193460
-4.5	8.5	0.9	1688399193480
-3.5	7.0	0.1	1688399193500
-3.5	8.0	1.3	1688399193520
-3.4	8.1	0.4	1688399193540
-3.1	8.5	0.6	1688399193560
-2.9	8.1	-0.3	1688399193580
-2.8	8.5	0.4	1688399193600
-2.3	8.1	-0.3	1688399193620
-2.6	9.8	-0.3	1688399193640
-1.7	9.0	0.4	1688399193660
-1.0	7.7	-0.1	1688399193680
-1.1	11.0	0.8	1688399193700
-0.5	8.5	-0.1	1688399193720
1.4	7.5	-0.9	1688399193740
1.3	10.9	-0.8	1688399193760
1.3	9.6	0.1	1688399193780
3.0	7.4	-1.2	1688399193800
2.6	9.7	-0.8	1688399193820
3.1	11.0	-2.2	1688399193840
4.3	8.6	-2.4	1688399193860
4.4	10.3	-1.8	1688399193880
4.9	11.1	-2.2	1688399193900
5.2	10.7	-2.0	1688399193920
5.4	10.7	-1.4	1688399193940
6.1	10.6	-2.5	1688399193960
6.7	10.0	-2.5	1688399193980
6.6	10.8	-1.8	1688399194000
6.9	9.8	-2.4	1688399194020
7.3	9.3	-3.3	1688399194040
7.0	10.9	-2.7	1688399194060
7.6	9.9	-1.6	1688399194080
6.5	10.4	-0.8	1688399194100
6.1	9.7	-1.6	1688399194120
7.3	10.9	-2.8	1688399194140
7.2	10.4	-2.3	1688399194160
6.3	9.6	-2.0	1688399194180
6.3	8.7	-1.6	1688399194200
6.1	8.8	-1.0	1688399194220
6.4	8.4	-1.9	1688399194240
6.3	7.4	-2.4	1688399194260
6.3	7.0	-2.4	1688399194280
6.1	6.4	-2.8	1688399194300
5.9	6.2	-2.6	1688399194320
5.8	6.4	-2.1	1688399194340
5.7	6.3	-2.2	1688399194360
5.6	6.3	-2.1	1688399194380
5.6	6.6	-2.0	1688399194400
5.5	6.9	-2.2	1688399194420
5.4	7.4	-2.0	1688399194440
5.6	8.0	-1.7	1688399194460
5.6	8.4	-1.8	1688399194480
5.6	8.5	-1.6	1688399194500
5.6	8.7	-1.7	1688399194520
5.7	9.0	-1.5	1688399194540
5.8	8.6	-1.4	1688399194560
6.0	8.7	-1.8	1688399194580
6.0	8.3	-2.0	1688399194600
6.1	8.3	-1.9	1688399194620
6.0	8.3	-2.0	1688399194640
6.1	8.1	-2.2	1688399194660
6.1	8.4	-1.8	1688399194680
6.4	8.7	-2.1	1688399194700
6.2	8.7	-2.1	1688399194720
6.1	9.1	-2.3	1688399194740
6.2	9.8	-2.2	1688399194760
6.6	9.5	-1.9	1688399194780
5.9	10.2	-1.7	1688399194800
6.0	10.7	-2.0	1688399194820
6.4	10.5	-2.2	1688399194840
6.5	10.0	-2.2	1688399194860
5.9	10.5	-2.2	1688399194880
5.9	11.0	-2.3	1688399194900
5.9	10.4	-2.0	1688399194920
5.0	9.8	-2.5	1688399194940
4.6	11.1	-1.9	1688399194960
4.5	11.6	-1.8	1688399194980
4.2	10.4	-2.8	1688399195000
3.4	9.7	-3.3	1688399195020
2.4	10.6	-2.0	1688399195040
2.5	11.1	-0.7	1688399195060
2.2	10.6	-0.4	1688399195080
1.6	10.3	-1.6	1688399195100
1.1	8.9	-2.1	1688399195120
0.3	10.0	-1.3	1688399195140
0.3	10.2	-0.6	1688399195160
0.2	10.4	0.4	1688399195180
-0.7	9.2	-0.5	1688399195200
-1.7	8.0	-1.4	1688399195220
-2.0	8.7	-0.7	1688399195240
-2.6	9.0	0.1	1688399195260
-3.4	8.7	0.6	1688399195280
-3.3	8.0	0.5	1688399195300
-3.7	8.8	0.5	1688399195320
-4.3	7.7	-0.1	1688399195340
-4.8	6.4	-0.2	1688399195360
-4.7	6.6	0.1	1688399195380
-8.9	8.7	3.9	1688399195400
-8.1	2.9	1.7	1688399195420
-6.7	0.4	1.1	1688399195440
-8.8	5.6	3.2	1688399195460
-9.4	6.1	2.5	1688399195480
-7.7	1.6	1.1	1688399195500
-7.8	3.2	1.6	1688399195520
-8.9	8.7	3.9	1688399195540
-8.1	2.9	1.7	1688399195560
-6.7	0.4	1.1	1688399195580
-8.8	5.6	3.2	1688399195600
-9.4	6.1	2.5	1688399195620
-7.7	1.6	1.1	1688399195640
-7.8	3.2	1.6	1688399195660
-8.9	8.7	3.9	1688399195680
-8.1	2.9	1.7	1688399195700
-6.7	0.4	1.1	1688399195720
-8.8	5.6	3.2	1688399195740
-9.4	6.1	2.5	1688399195760
-7.7	1.6	1.1	1688399195780
-7.8	3.2	1.6	1688399195800
-8.7	5.6	2.8	1688399195820
-8.9	3.4	1.8	1688399195840
-7.8	2.8	1.9	1688399195860
