x	y	z	timestamp
3.2	-0.2	8.8	1688576293939
2.1	0.2	8.6	1688576293959
2.0	0.9	8.5	1688576293979
2.3	1.1	8.7	1688576293999
2.6	0.8	8.9	1688576294019
2.3	1.0	8.9	1688576294039
1.6	1.1	9.0	1688576294059
1.3	1.1	8.9	1688576294079
1.1	0.8	8.8	1688576294099
1.5	0.1	9.1	1688576294119
1.8	-0.3	9.2	1688576294139
1.5	0.0	9.0	1688576294159
1.1	0.4	9.2	1688576294179
0.9	0.2	9.1	1688576294199
0.9	0.0	9.0	1688576294219
0.9	-0.7	8.6	1688576294239
1.0	-0.4	8.9	1688576294259
0.5	-0.1	8.8	1688576294279
0.1	-0.5	8.9	1688576294299
0.1	-0.5	8.7	1688576294319
-0.0	-0.6	8.9	1688576294339
0.4	-0.9	9.4	1688576294359
0.5	-1.6	9.3	1688576294379
0.4	-1.3	9.2	1688576294399
0.3	-1.1	9.0	1688576294419
0.3	-1.3	8.7	1688576294439
0.4	-0.9	9.1	1688576294459
0.2	-0.9	10.0	1688576294479
0.4	-0.7	9.8	1688576294499
1.1	-2.1	9.0	1688576294519
0.6	-2.3	8.5	1688576294539
0.7	-1.3	8.9	1688576294559
1.3	-0.7	9.6	1688576294579
1.8	-0.5	9.4	1688576294599
1.6	-0.3	8.9	1688576294619
1.1	-0.4	8.4	1688576294639
1.4	-0.7	8.5	1688576294659
1.2	-0.7	8.3	1688576294679
0.9	-0.7	8.2	1688576294699
0.8	-0.4	7.7	1688576294719
0.9	-1.6	7.8	1688576294739
1.8	-2.0	7.6	1688576294759
1.2	-1.4	6.9	1688576294779
1.2	-2.0	6.3	1688576294799
1.9	-1.7	5.3	1688576294819
4.1	-0.7	13.3	1688576294839
6.3	-3.1	12.1	1688576294859
3.3	0.3	15.2	1688576294879
3.4	-2.6	13.6	1688576294899
4.6	-4.8	11.6	1688576294919
2.7	-3.8	9.3	1688576294939
1.6	-3.4	7.5	1688576294959
1.9	-3.8	7.3	1688576294979
2.5	-4.3	7.7	1688576294999
3.3	-3.1	9.3	1688576295019
2.8	-2.8	9.4	1688576295039
2.9	-2.1	9.1	1688576295059
2.6	-1.9	8.5	1688576295079
2.7	-2.3	8.4	1688576295099
3.0	-2.6	8.4	1688576295119
2.7	-2.8	8.3	1688576295139
2.5	-3.0	8.5	1688576295159
3.0	-3.4	8.6	1688576295179
3.0	-3.3	8.5	1688576295199
2.5	-2.9	8.4	1688576295219
2.5	-2.7	8.5	1688576295239
2.6	-2.9	8.5	1688576295259
2.7	-3.1	8.8	1688576295279
2.7	-3.1	8.8	1688576295299
2.6	-3.0	8.6	1688576295319
2.5	-2.9	8.4	1688576295339
2.4	-2.9	8.5	1688576295359
2.6	-3.2	8.6	1688576295379
2.6	-3.1	8.5	1688576295399
2.5	-2.9	8.6	1688576295419
2.6	-2.9	8.4	1688576295439
2.5	-3.0	8.5	1688576295459
2.8	-3.2	8.8	1688576295479
2.9	-3.1	8.9	1688576295499
2.8	-2.8	8.6	1688576295519
2.9	-2.5	8.4	1688576295539
3.0	-2.5	8.4	1688576295559
2.8	-2.7	8.3	1688576295579
2.5	-2.7	8.3	1688576295599
2.4	-2.7	8.4	1688576295619
2.2	-3.1	8.7	1688576295639
2.3	-3.0	9.0	1688576295659
2.4	-2.8	9.3	1688576295679
2.6	-2.6	9.2	1688576295699
2.8	-2.0	8.4	1688576295719
2.9	-2.6	7.6	1688576295739
3.3	-2.2	7.0	1688576295759
4.1	0.4	7.4	1688576295779
5.3	0.7	8.0	1688576295799
4.5	-1.7	7.6	1688576295819
5.1	-3.7	7.2	1688576295839
5.2	-3.6	6.2	1688576295859
5.4	-2.8	5.6	1688576295879
5.9	-2.2	5.3	1688576295899
5.5	-2.2	5.1	1688576295919
6.2	-2.2	4.6	1688576295939
6.3	-1.3	3.9	1688576295959
6.6	-1.5	2.1	1688576295979
8.3	-1.7	0.1	1688576295999
9.4	-4.7	-2.1	1688576296019
11.6	-6.4	-0.4	1688576296039
13.8	-6.0	2.6	1688576296059
13.4	-4.9	3.5	1688576296079
12.3	-4.8	2.2	1688576296099
12.8	-5.2	2.4	1688576296119
12.9	-4.8	2.6	1688576296139
12.9	-4.6	5.1	1688576296159
12.4	-3.2	6.8	1688576296179
11.4	-2.2	5.1	1688576296199
10.8	-3.3	3.9	1688576296219
10.3	-2.9	4.4	1688576296239
9.6	-2.7	4.4	1688576296259
8.3	-1.5	4.3	1688576296279
8.4	-3.0	3.0	1688576296299
8.4	-2.0	3.2	1688576296319
7.7	-2.0	3.3	1688576296339
7.9	-2.7	3.9	1688576296359
8.4	-1.2	4.7	1688576296379
8.2	-3.2	5.2	1688576296399
7.9	-1.6	6.1	1688576296419
6.9	-1.7	6.2	1688576296439
7.2	-0.4	6.3	1688576296459
7.7	0.3	7.2	1688576296479
7.9	-2.4	7.3	1688576296499
7.2	-0.8	6.3	1688576296519
7.9	1.1	3.7	1688576296539
8.2	0.8	2.5	1688576296559
8.2	0.1	2.7	1688576296579
7.8	1.4	3.6	1688576296599
8.5	2.9	5.4	1688576296619
9.2	1.8	5.7	1688576296639
8.6	3.5	5.7	1688576296659
14.1	0.3	2.9	1688576296679
20.4	-0.3	9.9	1688576296699
11.5	-3.0	6.6	1688576296719
8.2	-0.6	4.3	1688576296739
7.4	1.0	5.1	1688576296759
8.2	-4.5	5.0	1688576296779
8.1	-0.9	4.1	1688576296799
8.4	-1.9	4.5	1688576296819
9.1	-0.8	4.0	1688576296839
8.3	-1.5	4.8	1688576296859
8.4	-1.2	4.7	1688576296879
8.3	-0.8	5.0	1688576296899
8.3	-1.6	4.8	1688576296919
8.3	-0.7	5.1	1688576296939
8.4	-1.1	4.8	1688576296959
8.2	-1.1	4.8	1688576296979
8.4	-1.7	4.7	1688576296999
8.4	-0.5	4.8	1688576297019
8.4	-1.8	4.5	1688576297039
8.6	-0.7	4.5	1688576297059
8.4	-0.5	4.9	1688576297079
8.6	-1.5	4.7	1688576297099
8.5	-0.6	4.6	1688576297119
8.5	-1.6	4.5	1688576297139
8.5	-1.1	4.5	1688576297159
8.4	-1.0	4.7	1688576297179
8.4	-1.4	4.6	1688576297199
8.6	-0.9	4.5	1688576297219
8.6	-1.1	4.5	1688576297239
8.5	-1.4	4.5	1688576297259
8.6	-1.1	4.6	1688576297279
8.7	-1.3	4.4	1688576297299
8.7	-1.0	4.2	1688576297319
8.8	-0.4	4.3	1688576297339
9.0	-0.4	4.0	1688576297359
8.8	-1.0	4.0	1688576297379
8.9	-0.7	4.0	1688576297399
8.9	-0.4	3.9	1688576297419
8.8	-1.0	4.2	1688576297439
8.8	-0.7	4.4	1688576297459
9.8	-0.8	4.0	1688576297479
9.8	0.1	4.3	1688576297499
9.5	-0.4	4.0	1688576297519
10.9	-2.0	6.0	1688576297539
12.1	-1.5	4.3	1688576297559
11.6	6.0	-4.8	1688576297579
9.4	10.6	-2.0	1688576297599
13.7	8.0	1.1	1688576297619
13.2	6.5	3.3	1688576297639
10.5	4.8	3.8	1688576297659
7.4	3.0	4.7	1688576297679
5.2	1.5	4.0	1688576297699
5.4	-1.2	3.8	1688576297719
5.5	-3.6	4.6	1688576297739
5.7	-6.1	4.8	1688576297759
6.4	-8.0	3.3	1688576297779
7.2	-9.1	1.5	1688576297799
7.2	-10.4	0.5	1688576297819
10.9	-16.0	-3.3	1688576297839
11.2	-12.5	0.6	1688576297859
9.4	18.3	14.1	1688576297879
17.6	-1.0	8.1	1688576297899
12.0	-8.6	2.8	1688576297919
6.4	-0.4	6.3	1688576297939
8.3	-0.7	4.8	1688576297959
8.4	-1.1	4.9	1688576297979
8.6	-1.7	4.3	1688576297999
8.7	-0.5	4.4	1688576298019
8.7	-0.6	4.4	1688576298039
8.4	-1.6	4.5	1688576298059
8.5	-0.6	4.4	1688576298079
8.6	-1.9	4.5	1688576298099
8.4	-1.4	4.5	1688576298119
8.6	-1.7	4.3	1688576298139
8.7	-0.5	4.4	1688576298159
8.7	-0.6	4.4	1688576298179
8.4	-1.6	4.5	1688576298199
8.5	-0.6	4.4	1688576298219
8.6	-1.9	4.5	1688576298239
8.4	-1.4	4.5	1688576298259
8.5	-1.1	4.5	1688576298279
8.5	-1.0	4.6	1688576298299
8.5	-1.0	4.3	1688576298319
8.5	-1.7	4.4	1688576298339
8.4	-1.1	4.7	1688576298359
8.4	-1.1	4.8	1688576298379
8.7	-1.3	4.4	1688576298399
