x	y	z	timestamp
0.3	3.3	10.2	1687877681221
2.6	-2.0	8.6	1687877681241
0.4	2.1	8.7	1687877681261
0.7	1.4	9.0	1687877681281
1.1	1.8	9.0	1687877681301
1.1	2.2	9.1	1687877681321
1.2	1.9	9.0	1687877681341
0.7	2.7	9.0	1687877681361
0.1	3.4	8.6	1687877681381
-0.2	3.1	8.5	1687877681401
0.6	2.2	9.0	1687877681421
1.2	2.0	8.9	1687877681441
0.8	3.5	8.9	1687877681461
0.7	3.7	8.5	1687877681481
0.9	1.8	8.9	1687877681501
0.9	2.2	8.6	1687877681521
0.3	3.7	8.7	1687877681541
0.6	3.4	8.5	1687877681561
0.7	2.7	8.3	1687877681581
0.7	2.2	8.6	1687877681601
0.6	2.8	8.8	1687877681621
0.1	3.3	8.6	1687877681641
0.4	3.8	8.1	1687877681661
1.0	2.1	8.5	1687877681681
1.2	1.6	8.4	1687877681701
0.9	2.9	8.9	1687877681721
0.4	3.2	9.0	1687877681741
0.8	2.3	9.1	1687877681761
0.5	2.0	9.1	1687877681781
0.8	2.1	8.8	1687877681801
0.7	1.6	9.1	1687877681821
0.4	1.5	9.2	1687877681841
-0.1	1.7	9.6	1687877681861
0.9	1.1	9.2	1687877681881
0.4	2.0	9.1	1687877681901
1.0	2.1	8.4	1687877681921
0.4	0.7	8.6	1687877681941
0.1	1.2	8.1	1687877681961
-0.2	1.9	8.3	1687877681981
0.0	2.8	7.5	1687877682001
0.4	3.0	7.0	1687877682021
0.9	2.4	7.3	1687877682041
1.1	1.7	6.5	1687877682061
1.4	0.6	6.4	1687877682081
2.2	-0.6	6.1	1687877682101
2.4	-0.9	6.0	1687877682121
2.9	-0.8	5.2	1687877682141
2.5	-0.6	5.9	1687877682161
3.6	-1.6	4.8	1687877682181
4.4	-2.6	4.1	1687877682201
5.0	-5.0	4.8	1687877682221
6.2	-5.4	3.7	1687877682241
6.0	-4.5	2.4	1687877682261
5.7	-4.6	1.9	1687877682281
6.6	-5.6	1.8	1687877682301
8.5	-7.4	1.2	1687877682321
9.3	-7.6	0.7	1687877682341
9.4	-5.6	0.5	1687877682361
10.4	-5.3	0.4	1687877682381
12.2	-8.7	-0.6	1687877682401
13.7	-10.2	-2.0	1687877682421
13.1	-8.9	-1.8	1687877682441
12.3	-8.4	-2.3	1687877682461
12.6	-9.0	-2.4	1687877682481
12.3	-9.7	-2.5	1687877682501
12.0	-10.4	-2.5	1687877682521
11.5	-9.7	-2.2	1687877682541
10.9	-9.2	-2.1	1687877682561
10.0	-8.4	-1.6	1687877682581
9.5	-8.0	-1.1	1687877682601
9.6	-8.2	-0.9	1687877682621
9.3	-8.4	-0.9	1687877682641
8.9	-8.2	-1.1	1687877682661
8.7	-7.4	-1.4	1687877682681
8.6	-5.9	-0.9	1687877682701
8.4	-5.6	-0.4	1687877682721
7.9	-5.8	-2.1	1687877682741
8.0	-6.7	-1.4	1687877682761
8.4	-7.9	-0.7	1687877682781
9.0	-6.1	-2.0	1687877682801
9.6	-4.4	-0.4	1687877682821
10.3	-3.9	0.6	1687877682841
10.3	-2.9	0.5	1687877682861
10.6	-1.2	-0.6	1687877682881
10.7	0.2	0.5	1687877682901
10.2	-0.2	1.7	1687877682921
9.9	-1.7	1.6	1687877682941
10.4	-1.8	0.7	1687877682961
10.0	-0.9	0.1	1687877682981
9.3	-0.4	0.3	1687877683001
8.8	-0.9	0.6	1687877683021
8.9	-0.9	0.8	1687877683041
8.7	-0.3	0.7	1687877683061
8.4	0.4	0.6	1687877683081
8.4	0.9	0.2	1687877683101
9.4	-2.2	-1.0	1687877683121
9.1	-2.4	0.3	1687877683141
8.1	0.3	0.4	1687877683161
8.6	0.9	0.4	1687877683181
9.3	0.5	0.6	1687877683201
9.6	0.2	0.9	1687877683221
9.6	1.2	1.5	1687877683241
10.0	1.7	1.1	1687877683261
10.0	0.6	0.5	1687877683281
10.2	-0.8	0.3	1687877683301
10.4	-0.9	1.2	1687877683321
10.2	-0.6	1.2	1687877683341
10.1	0.1	0.7	1687877683361
10.1	-1.2	0.1	1687877683381
10.6	-3.0	-0.2	1687877683401
11.3	-3.0	1.2	1687877683421
11.1	-1.2	0.6	1687877683441
11.4	-1.3	0.2	1687877683461
12.4	-0.5	0.4	1687877683481
12.2	-0.8	1.3	1687877683501
12.3	-1.9	0.1	1687877683521
12.1	-0.4	0.5	1687877683541
11.6	-0.2	0.4	1687877683561
11.5	0.1	0.6	1687877683581
11.1	0.6	1.5	1687877683601
11.1	0.1	2.1	1687877683621
11.0	-1.9	0.8	1687877683641
10.7	-4.8	-0.2	1687877683661
12.3	-1.5	0.5	1687877683681
10.3	0.7	1.9	1687877683701
7.8	-0.1	3.2	1687877683721
8.4	-0.8	2.6	1687877683741
8.6	-4.1	2.1	1687877683761
9.2	-3.4	1.7	1687877683781
7.6	0.3	2.6	1687877683801
6.3	1.0	3.7	1687877683821
7.4	-1.5	2.8	1687877683841
8.5	-4.2	1.8	1687877683861
7.8	-3.3	1.5	1687877683881
7.4	-2.2	2.5	1687877683901
6.5	-2.9	3.3	1687877683921
7.1	-4.7	2.7	1687877683941
6.9	-6.4	2.6	1687877683961
5.7	-3.7	4.3	1687877683981
6.4	-4.9	3.9	1687877684001
6.9	-6.1	3.8	1687877684021
6.5	-5.0	5.0	1687877684041
6.7	-4.2	5.2	1687877684061
7.4	-4.4	5.0	1687877684081
7.3	-5.0	5.5	1687877684101
8.1	-5.7	4.3	1687877684121
9.6	-6.5	1.3	1687877684141
11.5	-4.4	0.6	1687877684161
11.1	-2.9	0.7	1687877684181
11.5	-3.1	0.6	1687877684201
12.2	-3.8	0.2	1687877684221
12.3	-2.1	0.8	1687877684241
11.1	-1.3	-0.3	1687877684261
12.7	-1.6	-1.3	1687877684281
12.9	-0.8	-1.6	1687877684301
12.6	2.2	-1.0	1687877684321
12.2	2.4	-0.4	1687877684341
12.5	-0.4	-0.5	1687877684361
13.4	-1.8	-0.9	1687877684381
13.8	-0.2	-0.1	1687877684401
13.0	1.1	0.5	1687877684421
11.4	2.5	-0.2	1687877684441
11.0	1.8	-0.4	1687877684461
11.0	0.9	-1.1	1687877684481
10.2	0.3	-1.1	1687877684501
9.7	-0.2	0.1	1687877684521
10.2	-1.1	-2.3	1687877684541
10.1	-4.4	-1.5	1687877684561
8.6	-4.3	-1.2	1687877684581
8.5	-4.8	1.9	1687877684601
6.7	-4.4	2.5	1687877684621
7.4	-4.0	1.9	1687877684641
6.9	-5.1	2.9	1687877684661
7.3	-4.3	2.6	1687877684681
7.5	-5.8	2.9	1687877684701
6.7	-4.0	3.7	1687877684721
6.6	-2.4	3.7	1687877684741
8.3	-3.9	2.3	1687877684761
