label	timestamp
1	31300
0	2400
0	2400
0	2400
0	2200
0	2400
0	2200
0	2000
0	2000
-1	500
1	65000
0	2300
0	2300
0	1900
0	2300
0	2000
0	2300
0	2300
0	2300
0	2300
0	2900
-1	500
1	103500
0	2300
0	2300
0	2300
0	2300
0	2200
0	2200
0	2200
0	2200
0	2200
0	2200
-1	500
1	144600
0	2000
0	2000
0	2200
0	2200
0	2100
0	2100
0	2100
0	2100
0	2100
0	2100
-1	500
1	183600
0	2000
0	2000
0	2200
0	2200
0	2300
0	2500
0	2100
0	2400
0	2100
0	2100
-1	500
1	222600
0	2200
0	2200
0	2400
0	2300
0	2300
0	2500
0	2600
0	2400
0	2300
0	2300
-1	500
1	260400
0	2400
0	2400
0	2400
0	2300
0	2300
0	2300
0	2100
0	2100
0	2100
0	2000
-1	500
1	304800
0	2200
0	2400
0	2400
0	2300
0	2300
0	2300
0	2100
0	2100
0	2100
0	2000
-1	500
1	346800
0	2800
0	2400
0	2400
0	2300
0	2300
0	2300
0	2600
0	2200
0	2200
0	2200
-1	500
1	395000
0	2400
0	2400
0	2400
0	2200
0	2200
0	2200
0	2400
0	2400
0	2200
0	2300
-1	500
1	435500
0	2400
0	2400
0	2400
0	2200
0	2200
0	2200
0	2400
0	2400
0	2200
0	2300
-1	500
1	486400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500

