x	y	z	timestamp
0.7	3.9	7.5	1688402004069
1.2	5.5	7.7	1688402004089
1.8	5.5	8.2	1688402004109
1.9	5.2	8.3	1688402004129
1.8	4.8	7.9	1688402004149
1.1	4.9	7.7	1688402004169
0.9	4.8	7.6	1688402004189
1.4	4.7	7.9	1688402004209
1.9	4.9	8.1	1688402004229
2.0	5.0	8.1	1688402004249
1.6	4.9	7.7	1688402004269
1.3	4.9	7.8	1688402004289
1.4	4.9	7.9	1688402004309
1.4	5.1	7.9	1688402004329
1.5	5.2	7.7	1688402004349
1.7	5.0	7.8	1688402004369
1.5	4.8	7.8	1688402004389
1.4	4.9	7.8	1688402004409
1.3	4.9	7.9	1688402004429
1.6	4.9	8.1	1688402004449
1.8	4.8	8.1	1688402004469
1.9	4.9	8.0	1688402004489
1.2	5.2	7.9	1688402004509
1.5	4.9	7.7	1688402004529
1.5	4.9	7.8	1688402004549
1.7	4.7	7.6	1688402004569
1.6	4.9	7.7	1688402004589
1.4	5.0	7.7	1688402004609
1.5	5.0	7.6	1688402004629
1.6	4.8	7.7	1688402004649
1.7	4.8	8.0	1688402004669
1.6	4.8	8.0	1688402004689
1.8	4.8	8.2	1688402004709
1.8	4.6	8.0	1688402004729
1.7	5.0	8.0	1688402004749
1.6	5.0	8.3	1688402004769
1.8	4.6	8.1	1688402004789
1.7	4.7	8.0	1688402004809
1.5	5.0	8.1	1688402004829
1.6	4.8	8.1	1688402004849
1.6	4.8	7.9	1688402004869
1.7	4.8	7.9	1688402004889
1.6	4.8	7.9	1688402004909
1.6	4.9	8.0	1688402004929
1.6	4.9	7.9	1688402004949
1.4	4.9	8.0	1688402004969
1.5	4.9	7.9	1688402004989
1.4	4.8	7.8	1688402005009
1.6	4.7	7.9	1688402005029
1.5	5.0	7.9	1688402005049
1.7	4.7	8.0	1688402005069
1.5	4.8	7.8	1688402005089
1.5	4.7	8.0	1688402005109
1.6	4.5	7.9	1688402005129
1.4	4.6	8.0	1688402005149
1.4	4.8	7.8	1688402005169
1.5	4.8	7.8	1688402005189
1.6	4.8	8.1	1688402005209
1.4	4.7	8.1	1688402005229
1.7	4.5	8.0	1688402005249
1.6	4.7	8.3	1688402005269
1.7	4.5	8.5	1688402005289
2.0	4.2	8.3	1688402005309
1.9	4.5	8.0	1688402005329
1.8	4.8	8.1	1688402005349
1.8	4.4	8.0	1688402005369
1.9	4.3	7.9	1688402005389
1.8	4.5	8.0	1688402005409
1.4	4.7	7.9	1688402005429
1.5	4.4	7.8	1688402005449
1.8	4.4	7.8	1688402005469
1.7	4.5	8.0	1688402005489
1.8	4.4	8.0	1688402005509
1.7	4.3	7.9	1688402005529
1.9	4.4	7.8	1688402005549
1.8	4.9	7.9	1688402005569
1.9	5.0	8.1	1688402005589
2.0	4.0	8.6	1688402005609
1.9	4.0	8.7	1688402005629
1.2	4.3	8.8	1688402005649
1.3	4.5	8.8	1688402005669
1.4	4.6	8.6	1688402005689
1.3	4.7	8.5	1688402005709
1.2	4.6	8.5	1688402005729
1.0	4.4	8.4	1688402005749
1.4	4.4	8.2	1688402005769
1.5	4.6	8.2	1688402005789
1.4	4.6	8.1	1688402005809
1.2	4.4	8.2	1688402005829
1.4	4.3	8.4	1688402005849
1.3	4.2	8.2	1688402005869
1.4	4.3	8.3	1688402005889
1.2	4.5	8.1	1688402005909
1.3	4.3	8.2	1688402005929
1.2	4.4	8.3	1688402005949
1.2	4.2	8.3	1688402005969
0.9	4.1	8.1	1688402005989
0.9	4.2	7.8	1688402006009
0.8	4.3	7.9	1688402006029
0.8	4.4	8.0	1688402006049
0.8	4.2	7.9	1688402006069
0.9	4.1	8.0	1688402006089
1.0	4.4	7.9	1688402006109
0.9	4.5	8.2	1688402006129
1.1	4.4	8.2	1688402006149
1.1	4.1	8.4	1688402006169
1.1	4.3	8.6	1688402006189
1.0	4.3	8.4	1688402006209
1.0	4.4	8.3	1688402006229
1.0	4.7	8.1	1688402006249
1.1	4.5	8.2	1688402006269
1.3	4.3	8.2	1688402006289
1.1	4.5	8.3	1688402006309
1.1	4.2	8.4	1688402006329
1.0	4.4	8.4	1688402006349
1.1	4.4	8.3	1688402006369
0.9	4.3	8.2	1688402006389
1.0	4.2	8.4	1688402006409
1.2	4.4	8.4	1688402006429
1.2	4.3	8.4	1688402006449
1.1	4.4	8.6	1688402006469
1.0	4.3	8.7	1688402006489
1.1	4.0	8.5	1688402006509
1.1	4.3	8.5	1688402006529
1.1	4.5	8.4	1688402006549
1.2	4.3	8.3	1688402006569
1.1	4.3	8.4	1688402006589
1.0	4.1	8.4	1688402006609
1.1	4.3	8.4	1688402006629
1.0	4.4	8.4	1688402006649
0.8	4.2	8.2	1688402006669
0.9	4.3	8.4	1688402006689
1.0	4.4	8.2	1688402006709
1.0	4.1	8.3	1688402006729
1.0	4.2	8.3	1688402006749
0.9	4.4	8.3	1688402006769
0.9	4.3	8.3	1688402006789
1.2	4.3	8.2	1688402006809
1.1	4.3	8.3	1688402006829
1.1	4.5	8.3	1688402006849
1.1	4.5	8.3	1688402006869
1.2	4.5	8.3	1688402006889
1.0	4.5	8.3	1688402006909
1.0	4.4	8.2	1688402006929
1.2	4.5	8.4	1688402006949
1.1	4.5	8.3	1688402006969
1.2	4.4	8.2	1688402006989
1.1	4.5	8.3	1688402007009
1.1	4.4	8.2	1688402007029
1.1	4.4	8.2	1688402007049
1.1	4.3	8.3	1688402007069
1.0	4.5	8.1	1688402007089
1.0	4.4	8.0	1688402007109
1.0	4.5	8.1	1688402007129
0.9	4.3	8.1	1688402007149
1.1	4.3	8.1	1688402007169
1.0	4.5	8.2	1688402007189
0.9	4.4	8.2	1688402007209
1.1	4.3	8.2	1688402007229
1.1	4.4	8.3	1688402007249
1.1	4.5	8.2	1688402007269
1.2	4.4	8.4	1688402007289
1.1	4.4	8.4	1688402007309
1.3	4.5	8.2	1688402007329
1.0	4.5	8.3	1688402007349
1.2	4.3	7.9	1688402007369
1.1	4.5	8.2	1688402007389
1.1	4.6	8.1	1688402007409
1.2	4.6	8.1	1688402007429
1.2	4.5	8.0	1688402007449
1.2	4.5	8.2	1688402007469
1.1	4.4	8.1	1688402007489
1.2	4.4	8.3	1688402007509
1.2	4.5	8.4	1688402007529
1.3	4.5	8.3	1688402007549
1.2	4.5	8.2	1688402007569
1.2	4.7	8.2	1688402007589
1.2	4.5	8.1	1688402007609
1.2	4.4	8.1	1688402007629
1.2	4.6	8.1	1688402007649
1.2	4.6	8.2	1688402007669
1.1	4.5	8.2	1688402007689
1.3	4.5	8.3	1688402007709
1.2	4.2	8.0	1688402007729
1.1	4.5	8.3	1688402007749
1.1	4.8	8.1	1688402007769
1.3	4.5	8.2	1688402007789
1.3	4.4	8.1	1688402007809
1.1	4.4	8.3	1688402007829
1.2	4.5	8.2	1688402007849
1.2	4.7	8.1	1688402007869
1.3	4.5	8.1	1688402007889
1.2	4.6	8.2	1688402007909
1.1	4.7	8.0	1688402007929
1.2	4.4	8.0	1688402007949
1.2	4.3	8.1	1688402007969
