label	timestamp
1	11500
0	2000
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
-1	500
1	39500
0	1500
0	1500
0	1250
0	1500
0	1500
0	1250
0	1500
0	1250
0	1500
0	1500
-1	500
1	68500
0	1500
0	1500
0	1750
0	1750
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
-1	500
1	102500
0	1750
0	1500
0	1500
0	1500
0	1750
0	1500
0	1500
0	1500
0	1750
0	1500
-1	500
1	132250
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1750
0	1500
-1	500
1	164750
0	1500
0	1500
0	1500
0	1500
0	1750
0	1750
0	1750
0	1500
0	1500
0	1500
-1	500
1	195250
0	1500
0	1500
0	1500
0	1500
0	1500
0	1750
0	1500
0	1500
0	1500
0	1500
-1	500
1	226750
0	1750
0	1500
0	1500
0	1500
0	1500
0	1750
0	1750
0	1750
0	1750
0	1750
-1	500
1	264250
0	1750
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1750
0	1500
-1	500
1	299250
0	1750
0	1750
0	1500
0	1500
0	1500
0	1500
0	1500
0	1750
0	1750
0	1500
-1	500
1	333500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1750
0	1750
0	1500
-1	500
1	370000
0	1750
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
0	1500
-1	500
