label	timestamp
1	22250
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2000
0	2000
0	2000
0	2000
-1	500
1	61000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	103000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	142500
0	2500
0	2500
0	2500
0	3000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	184000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	225000
0	2500
0	2500
0	2500
0	2750
0	2750
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	268000
0	2500
0	2500
0	2500
0	2500
0	2750
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	309750
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	352000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	397250
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	444000
0	2500
0	3000
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	490000
0	2500
0	2500
0	2500
0	2500
0	2750
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
