label	timestamp
1	22300
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2000
0	2100
0	2100
0	2100
-1	500
1	61000
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	103000
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	142500
0	2400
0	2400
0	2400
0	3000
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	184000
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	225000
0	2600
0	2400
0	2400
0	2800
0	2800
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	268000
0	2600
0	2400
0	2400
0	2400
0	2700
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	309700
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	352000
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	397300
0	2400
0	2400
0	2400
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
1	443980
0	2600
0	2900
0	2600
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
0	2400
-1	500
1	490000
0	2400
0	2400
0	2500
0	2500
0	2700
0	2500
0	2500
0	2500
0	2500
0	2500
-1	500
